Sample,SiO2,Al2O3,Fe2O3,MgO,CaO,Na2O,K2O,TiO2,P2O5,MnO,longitude,latitude,block,samplecomp,Sc,V,Cr,Mn,Co,Ni,Cu,Zn,Rb,Sr,Y,Zr,Nb,Mo,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Hf,Ta,W,Th,U
B242,65.7,16.3,4.05,1.22,4.33,3.75,2.21,0.73,0.22,0.06,-116.7612,33.8606,SanJacinto,b-242,9.14,54.15,12.4,0.08,7.26,2.02,8.31,76.06,80.7,533.74,12.75,182.53,9.13,2.39,2.27,974.64,23.52,59.71,8.06,27.24,5.43,1.01,3.52,0.6,2.91,0.44,1.24,0.16,1.33,4.87,0.81,0.17,7.43,2.18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B243,65.4,16.6,4.06,1.32,4.59,3.85,1.94,0.76,0.22,0.06,-116.7241,33.8624,SanJacinto,b-243,6.66,59.03,8.45,0.07,6.24,1.9,10.77,64.82,81,590.75,8.79,138.09,7.45,1.38,2.33,956.71,25.38,58.05,6.08,23.38,4.35,1.04,3.12,0.6,1.91,0.38,1.05,0.09,0.5,3.96,0.43,0.19,9.72,3.32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B244,64,15.8,4.82,2.47,5.06,3.45,1.92,0.68,0.18,0.07,-116.6886,33.8631,SanJacinto,b-244,10.38,74.16,64.91,0.1,12.47,3.5,10.75,54.21,59,510.68,12.15,127.58,6.99,1.04,1.06,819.81,30.89,66.5,8.1,26.99,5.23,1.16,3.74,0.51,2.77,0.56,1.22,0.26,1.32,3.29,0.43,0.3,8.32,1.45
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B245,65.4,15.7,4.98,1.24,3.92,3.63,2.75,0.74,0.2,0.07,-116.6518,33.8731,SanJacinto,b-245,11.52,54.89,9.63,0.1,9.85,1.57,16.22,79.67,92.7,402.87,22.93,228.87,10.09,1.6,1.56,1245.06,32.39,71.58,8.62,33.33,6.99,1.27,5.24,0.82,4.25,0.83,2.52,0.4,2.11,5.99,0.9,0.25,9.16,1.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B246,68.5,15.5,3.13,0.81,3.37,3.7,2.71,0.52,0.15,0.05,-116.7568,33.8318,SanJacinto,b-246,6.37,40.65,14.73,0.07,6.63,10.58,13.61,55.3,82.6,481.97,10.08,161.22,7,1.22,2.18,1349.98,36.37,80.67,8.3,30.98,4.8,0.93,3.18,0.48,2.1,0.52,1.14,0.14,0.88,4.51,0.59,0.31,11.68,1.82
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B247,66.4,16.4,3.68,1.09,4.17,4.01,2.04,0.62,0.19,0.05,-116.7216,33.8335,SanJacinto,b-247,8.6,48.44,17.01,0.08,5.41,2.31,12.34,81.47,73.6,562.38,17.6,201.55,8.86,1.68,2.11,853.67,32,68.95,8.44,32.27,5.78,1.15,4.45,0.67,3.23,0.6,1.63,0.15,1.34,5.29,0.91,0.25,10.26,1.42
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B248,68.9,15.3,3.21,0.81,3.29,3.69,2.52,0.51,0.15,0.05,-116.7568,33.8025,SanJacinto,b-248,6.03,33.82,25,0.08,4.49,2.85,10.39,70,75.7,495.76,8.53,148.07,6.89,1.49,1.79,1179.44,31.31,73.01,7.72,28.6,5.05,1.21,2.92,0.29,1.88,0.37,0.84,0.17,0.76,3.65,0.51,0.14,10.86,1.82
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B249,67.4,15.6,3.26,1.02,3.75,3.58,2.7,0.6,0.17,0.05,-116.7915,33.7742,SanJacinto,b-249,6.27,44.42,11.17,0.07,6.35,3.18,11.55,64.43,90,485.99,7.64,145.21,6.53,1.74,2.03,942.29,20.67,44.7,4.95,18.91,3.74,0.88,2.48,0.5,1.93,0.34,1.03,0.11,0.78,4.06,0.67,0.24,10.19,2.24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B250,68.7,15.4,2.93,0.92,3.52,3.48,2.97,0.53,0.15,0.04,-116.7857,33.7456,SanJacinto,b-250,6.46,36.89,9.92,0.06,6.28,2.26,14.42,70.79,94.8,514.96,9.97,117.56,7.99,2.16,2.53,1198.43,24.85,50.54,6.29,23.19,4.75,1.49,3.37,0.59,2.61,0.64,1.51,0.39,1.17,3.97,0.97,0.41,9.31,2.29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B251,63.1,16.6,5.28,1.87,5.25,3.6,1.88,0.88,0.2,0.08,-116.7607,33.7705,SanJacinto,b-251,9.53,76.1,9,0.09,10.14,2.54,14.8,93.58,75.2,503.28,14.48,144.94,8.69,2.22,2.07,591.11,19.16,39.45,5.03,21.62,5.36,1.24,3.74,0.58,3.03,0.65,1.73,0.34,1.51,4.02,0.88,0.66,7.36,2.35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B252,67.3,16.1,3.45,1.01,3.88,3.88,2.21,0.6,0.18,0.05,-116.721,33.8051,SanJacinto,b-252,5.09,40.74,14.51,0.06,6.6,3.2,15.91,82.65,75.2,538.82,11.58,163.61,7.98,2.48,3.5,977.54,21.77,45.59,5.62,23.64,5.22,1.32,3.48,0.72,2.59,0.53,1.42,0.2,1.12,4.61,0.81,0.31,6.89,1.55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B253,65.6,16,4.26,1.42,4.64,3.57,2.26,0.85,0.21,0.06,-116.6486,33.8224,SanJacinto,b-253,8.25,56.08,17.23,0.08,7.83,1.57,39.39,74.03,68.1,524.94,16.43,213.38,12.28,2.1,1.36,1037.84,26.27,60.77,7.28,31.65,7.52,1.79,5.16,0.8,3.65,0.83,1.92,0.36,1.76,6.35,1.41,0.34,7.42,1.87
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B254,66.2,16.3,3.7,1.14,4.06,3.79,2.29,0.64,0.2,0.05,-116.6891,33.8053,SanJacinto,b-254,5.6,49.2,16.22,0.07,7.74,3.36,35.98,70.09,65.5,530.32,9.45,150.28,7.68,2.21,1.3,1377.31,17.93,42.31,6.01,21.78,4.55,1.29,3.6,0.47,2.28,0.55,1.35,0.25,1.1,4.41,0.68,0.25,5.16,1.52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B255,73.8,13.2,1.73,0.27,1.69,2.76,4.67,0.21,0.07,0.03,-116.7224,33.7726,SanJacinto,b-255,3.92,11.51,20.79,0.04,1.81,2.67,13.84,29.3,109,240.81,7.94,87.12,3.89,3.17,2.1,1890.22,35.9,71.36,7.4,26.34,5.16,1.27,2.84,0.54,2.37,0.47,1,0.16,1.19,3.19,0.24,0.46,14.99,2.03
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B256,65.1,16,4.34,1.45,4.35,3.42,2.82,0.82,0.22,0.06,-116.7526,33.7443,SanJacinto,b-256,6.48,63.78,8.23,0.08,10.52,2.03,20.82,80.52,88.1,470.45,15.41,143.91,10.41,2.33,1.82,1032.64,28.28,57.21,7.03,28.15,6.06,1.5,4.25,0.67,3.19,0.64,1.74,0.25,1.3,3.96,0.79,0.31,9.63,1.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B257,65.3,16.6,4.03,1.3,4.46,3.74,2.22,0.76,0.21,0.06,-116.753,33.7245,SanJacinto,b-257,4.7,55.48,9.57,0.07,9.13,2.19,11.93,87.3,84.7,531.6,12.07,156.57,8.68,2.27,2.11,781.57,31.19,67.24,7.74,30.45,6.2,1.35,4.3,0.55,2.85,0.57,1.36,0.24,1.32,4.83,0.9,0.21,9.54,2.36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B258,64.7,16.3,4.57,1.42,4.57,3.76,2.18,0.85,0.23,0.06,-116.7186,33.719,SanJacinto,b-258,7.94,54.39,15.02,0.08,7.97,3.01,21.17,101.3,88.1,505.69,18.28,211.8,10.46,2.57,2.15,644.5,28.88,63.34,7.77,30.67,6.37,1.31,4.6,0.69,3.5,0.7,1.77,0.28,1.84,5.48,1.29,0.28,8.63,1.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B259,71.1,14.3,2.92,0.45,2.31,3.57,3.6,0.28,0.12,0.05,-116.6838,33.7464,SanJacinto,b-259,6.11,24.1,19.2,0.07,3.97,3.17,19.28,67.54,105,210.02,24.48,138.92,7.64,1.95,1.46,959.3,25.99,54.9,7.08,27.78,6.66,1.15,5.57,0.88,5.01,0.91,2.77,0.4,2.3,4.25,0.61,0.24,11.91,1.59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B260,64.7,16.1,4.95,1.34,4.27,3.99,2.31,0.77,0.2,0.09,-116.6804,33.7709,SanJacinto,b-260,7.12,49.38,15.14,0.11,8.18,3.82,16.68,103.04,90.3,332.77,36.71,176.39,12.25,1.9,2.26,490.4,25.26,54.71,7.88,33.41,8.6,1.25,7.23,1.17,6.94,1.38,4.1,0.61,3.54,4.91,1.79,0.31,8.7,1.53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B261,65.7,16.3,4.14,1.22,4.3,3.64,2.28,0.75,0.22,0.06,-116.6513,33.8036,SanJacinto,b-261,8.07,54.05,17.1,0.08,9.64,2.76,16.26,99.01,75.4,566.73,15.13,221.62,10.13,2,1.82,957.35,29.33,61.71,7.41,31.93,6.49,1.38,4.14,0.55,2.94,0.55,1.36,0.16,1.27,5.45,0.79,0.37,7.66,1.47
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B262,70.8,14.9,2.67,0.88,2.86,3.5,2.77,0.34,0.1,0.06,-116.5663,33.7796,SanJacinto,b-262,5.42,20.25,24.27,0.07,5.25,5.64,28.31,51.08,94.5,258.33,13.4,137.93,11.59,2.67,3.12,1166.38,27.4,56.23,6.22,23.51,4.97,1.08,3.43,0.67,2.82,0.67,1.74,0.25,1.55,4.44,1.06,0.31,10.56,2.68
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B263,71.4,13.6,3.6,0.5,2.27,3.45,3.39,0.33,0.12,0.08,-116.6133,33.6899,SanJacinto,b-263,11.44,21.24,24.66,0.1,4.87,2.79,22.31,56.53,80.7,195.47,30.8,212.17,12.29,1.8,3.66,1209.76,31.74,70.73,8.87,34.77,8.7,1.31,7.62,1.27,6.63,1.44,3.97,0.51,3.59,5.85,0.78,0.67,6.97,1.97
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B264,71.6,14.2,2.73,0.46,2.37,3.28,3.47,0.27,0.1,0.05,-116.6503,33.7782,SanJacinto,b-264,9.67,24.45,13.54,0.06,4.74,3.32,41.37,39.98,82.8,222.66,15.47,169.11,6.66,2.01,4.31,1149.7,24.09,55.22,6.5,26.72,6.24,1.52,4.24,0.61,3.42,0.7,1.95,0.3,1.63,5.85,0.67,0.38,11.74,2.48
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B265,63.7,16.1,5.39,1.86,4.76,3.42,2.27,0.85,0.2,0.09,-116.6805,33.72,SanJacinto,b-265,7.68,69.53,12.13,0.11,11.82,4.15,16.71,82.84,107,388.7,19.88,90.56,9.09,2.02,3.45,559.76,17.69,35.92,4.97,19.82,4.98,1.07,4.27,0.7,3.83,0.75,2.09,0.4,2.14,2.59,1.09,0.42,7.58,1.42
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B266,75.2,13.2,0.81,0.1,1.08,2.64,5.52,0.08,0.05,0.02,-116.6463,33.7207,SanJacinto,b-266,0.13,3.98,6.22,0.03,1.13,1.05,8.61,17.05,134,144.8,14.46,66.29,6.96,1.97,1.91,1295.02,19.78,50.33,5.64,21.91,4.05,1.23,2.46,0.5,3.55,0.59,1.99,0.23,1.71,2.91,0.29,0.2,12.41,2.23
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B267,74.7,13.2,1.09,0.14,1.11,2.65,5.63,0.1,0.05,0.02,-116.6209,33.7782,SanJacinto,b-267,4.36,1.62,113.76,0.03,0.88,1.64,51.64,20.68,121,126.64,14.82,67.31,7.13,1.85,1.95,1125.94,25.69,65.07,7.13,26.16,6.21,0.74,4.54,0.67,3.28,0.67,1.8,0.13,1.33,2.53,0.45,0.48,13.18,1.63
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B268,68.3,15.1,3.92,0.97,3.19,3.35,3.08,0.44,0.14,0.06,-116.6487,33.6905,SanJacinto,b-268,11.19,49.78,24.02,0.1,8.9,4.18,21.45,59.92,114,275.78,18.84,155.14,7.86,2.41,2.56,969.88,31.83,62.5,6.71,23.88,4.74,0.97,3.57,0.56,2.86,0.54,1.7,0.18,1.4,3.11,0.48,0.35,12.57,1.07
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B269,62.2,17.1,5.14,1.81,5.55,3.84,1.47,0.97,0.26,0.08,-116.681,33.6881,SanJacinto,b-269,11.28,72.19,16.96,0.1,10.75,2.84,13.82,105.16,53.6,627.09,14.78,179.33,7.44,1.24,1.55,781.32,15.41,32.26,4.96,20.58,5.07,1.43,4.08,0.6,2.9,0.45,1.31,0.17,1.13,4.35,0.42,0.41,3.2,0.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B270,73.2,14,2.03,0.29,1.33,3.71,3.74,0.17,0.07,0.06,-116.5782,33.6345,SanJacinto,b-270,5.38,12.39,11.87,0.1,2.2,34.4,26.57,52.08,138,134.14,38.35,105.22,10.93,1.22,4.36,841.5,21.62,40.54,5.32,20.25,4.8,0.79,4.72,0.84,6.25,1.31,4.35,0.72,5.23,3.91,1.22,0.23,11.31,2.29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B271,75.2,13.3,1.67,0.21,1.15,3.58,3.78,0.11,0.07,0.05,-116.5797,33.6056,SanJacinto,b-271,3.74,6.09,11.43,0.07,1.17,2.46,14.81,44.93,130,115.11,24.27,121.7,8.69,0.81,2.51,1050.02,16.71,33.72,3.71,15.22,3.87,0.89,3.58,0.59,4.11,0.75,2.67,0.35,2.64,3.8,0.96,0.2,7.69,1.78
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B272,71.5,14.2,3.63,0.51,2.35,3.87,2.27,0.3,0.13,0.07,-116.5794,33.5765,SanJacinto,b-272,5.43,13.29,18.07,0.1,3.29,4.87,20.81,78.77,84.2,235.76,18.76,121.58,9.95,1.67,2.51,832.38,35.9,66.84,8.31,31.79,5.6,1.29,4.49,0.65,3.47,0.75,2.19,0.32,2.62,3.21,0.61,0.33,10.17,1.26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B273,64.7,16.5,4.85,1.61,4.82,3.72,1.47,0.89,0.23,0.06,-116.5381,33.5772,SanJacinto,b-273,6.17,65.89,16.49,0.07,10.62,3.52,11.45,85.73,47.9,527.04,8.32,116.64,7.35,1.34,2.25,756.87,21.27,42.43,5.16,21.4,4.09,1.4,2.88,0.37,1.78,0.32,0.83,0.1,0.47,2.83,0.47,0.55,4.08,0.71
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B274,65,16.1,4.59,1.7,4.16,3.33,2.45,0.76,0.22,0.06,-116.5373,33.6295,SanJacinto,b-274,6.5,60.48,38.99,0.07,9.27,5.24,20.03,69.14,94.8,491.73,11.5,190.35,11.34,5.45,2.55,1168.19,34.78,79.31,9.9,34.54,6.96,1.8,4.65,0.76,3.15,0.84,1.57,0.46,1.15,5.48,0.95,0.84,14.24,2.32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B275,69,15.1,2.84,0.83,3.04,3.27,3.6,0.5,0.17,0.04,-116.5062,33.636,SanJacinto,b-275,6.39,28.75,17.47,0.05,4.86,22.15,39.57,69.79,117,470.88,10.33,205.18,8.88,1.77,3.93,1423.42,37.92,75.92,8.43,30.73,5.66,1.16,3.81,0.53,2.49,0.58,1.32,0.09,1.23,5.38,1.12,0.41,20.84,4.72
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B276,65.3,15.9,4.27,1.61,4.17,3.39,2.76,0.75,0.22,0.06,-116.5093,33.6079,SanJacinto,b-276,6.96,50.83,28.33,0.07,8.73,7.29,24.1,86.97,109,488.1,16.2,238.33,9.58,1.97,3.64,1072.44,37.3,72.95,9.01,33.73,6.87,1.46,4.96,0.73,3.61,0.59,1.77,0.31,1.22,6.11,1,0.34,12.55,2.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B277,62,16.7,5.34,2.34,4.64,3.3,2.63,0.91,0.26,0.07,-116.5064,33.5517,SanJacinto,b-277,9.55,82.37,48.51,0.09,12.56,8.08,13.94,79.37,132,475.29,12.53,152.87,9.07,3.02,5.27,703.65,34.09,68.82,7.94,29.93,5.89,1.32,4.08,0.52,3.04,0.52,1.58,0.26,1.35,4.27,0.82,0.51,15.81,2.72
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B278,64.3,16.5,4.74,1.72,4.3,3.41,2.5,0.81,0.22,0.06,-116.4679,33.5514,SanJacinto,b-278,5.26,52.08,29.88,0.07,9.75,4.46,15.79,69.88,101,500.69,12.88,165.61,11.43,2.78,2.97,1026.06,53.38,118.93,13.38,50.4,7.8,1.61,4.66,0.59,3.04,0.57,1.42,0.23,1.39,4.82,1.07,0.45,20.14,2.57
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B279,69.2,15.2,3.82,0.54,2.5,3.69,3.36,0.36,0.12,0.06,-116.4662,33.5216,SanJacinto,b-279,5.33,19.68,17.97,0.07,4.29,1.91,15.95,61.68,94.3,246.36,17.67,228.17,9.78,2.85,1.99,1746.63,44.76,95.55,10.45,36.39,6.87,1.36,4.79,0.7,4.33,0.79,2.06,0.3,2.08,6.16,0.71,0.26,12.8,2.36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B280,67.6,15.8,4.12,0.6,2.88,3.96,2.9,0.4,0.13,0.06,-116.4313,33.5221,SanJacinto,b-280,7.79,22.54,14.23,0.08,4.45,0.96,13.56,63.5,95.6,285.59,31.14,342.16,10.17,1.36,2.72,1955.13,56.11,109.18,12.25,43.54,8.44,1.78,6.88,0.96,6.18,1.14,3.36,0.5,3.55,8.12,0.81,0.2,12.73,1.48
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B281,68.7,15.3,3.86,0.82,3.12,3.35,2.8,0.5,0.17,0.05,-116.4301,33.4962,SanJacinto,b-281,5.4,21.23,16.48,0.06,5.27,5.43,21.15,91.52,84.2,373.56,13.37,195.37,8.72,1.47,2.13,1527.89,44.74,86.18,9.92,37.64,7.18,1.56,4.66,0.6,3.14,0.61,1.53,0.19,1.16,4.75,0.69,0.26,12.93,1.18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B282,72.4,13.9,2.48,0.39,1.66,2.92,4.65,0.22,0.09,0.06,-116.3973,33.5539,SanJacinto,b-282,9.12,16.41,12.38,0.07,2.48,2.26,17.46,40.55,134,134.07,44.41,126.11,8.2,1.9,3.31,875.57,28.74,66.17,7.07,30.07,7.99,1.21,6.96,1.26,8.1,1.82,5.36,0.86,5.58,4.19,0.71,0.35,14.77,2.58
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B283,64.7,15.6,4.96,1.91,3.61,2.82,3.79,0.81,0.22,0.06,-116.366,33.5557,SanJacinto,b-283,8.35,73.1,37.48,0.07,11.84,9,29.34,95.5,161,415.18,16.2,375.22,11.25,1.46,1.19,951.33,47.01,95.69,11.03,40.2,7.35,1.26,5.19,0.72,3.65,0.6,1.76,0.26,1.29,9.12,0.6,0.26,12.98,0.77
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B284,67.7,15.3,3.57,0.95,3.11,3.2,3.74,0.54,0.18,0.05,-116.3333,33.5635,SanJacinto,b-284,4.25,33.16,26.66,0.07,6.62,2.59,16.36,67.21,130,456.63,8.5,242.8,12.02,4.76,2.19,1547.84,47.82,113.85,11.94,37.34,6.61,1.37,3.86,0.35,2.03,0.46,0.68,0.19,0.8,6.82,0.91,0.37,26.72,3.04
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B285,65.7,15.5,4.35,1.49,4.21,3.17,2.95,0.69,0.22,0.07,-116.2939,33.5579,SanJacinto,b-285,6.74,54.77,14.86,0.08,9.27,3.75,18.12,72.42,105,519.17,16.55,272.74,16.27,3.79,2.08,1258.43,51.7,104.95,12.15,42.93,7.59,1.58,5.35,0.85,3.81,0.78,1.8,0.3,1.76,7.5,1.33,0.4,22.98,3.28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B286,61.2,16.5,5.93,2.39,5.4,3.26,2.37,0.89,0.25,0.09,-116.3298,33.5296,SanJacinto,b-286,11.09,94.33,23.79,0.11,13.39,4.67,19.17,71.06,93.3,522.04,17.95,211.95,14.72,2.43,2.25,1017.02,45.86,94.15,10.87,38.38,7.37,2.02,5.35,0.83,4.48,0.88,2.27,0.49,2.18,5.92,1.01,0.66,19.21,2.41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B287,67.6,15,3.9,1.07,3.64,3.33,2.96,0.63,0.2,0.06,-116.2901,33.5331,SanJacinto,b-287,5.71,46.66,10.13,0.07,6.56,3.02,21.58,86.64,97.7,469.13,17.37,230.77,15.63,2.5,1.46,1094.08,43.44,86.67,10.79,36.11,7.26,1.56,5.04,0.75,3.38,0.6,1.56,0.24,1.43,5.42,1.42,0.23,15.61,2.38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B288,63.7,16,5.33,1.99,4.86,3.19,2.04,0.83,0.25,0.07,-116.2614,33.5032,SanJacinto,b-288,6.6,78.96,19.19,0.09,11.81,5.37,23,83.89,98.4,537.21,11.93,238.41,9.24,2.19,2.34,649.33,52.01,90.48,8.94,31.29,4.97,1.23,3.37,0.42,2.47,0.53,1.34,0.18,0.95,5.58,0.61,0.33,17.74,1.29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B289,67.1,15.5,3.52,1.22,3.59,3.45,3.23,0.53,0.16,0.06,-116.227,33.5045,SanJacinto,b-289,5.96,55.93,28.51,0.07,8.45,3.5,16.36,46.89,104,550.55,11.44,191.37,14.72,3.11,1.5,1529.39,46.49,99.63,11.33,36.81,6.44,1.35,3.68,0.48,3.33,0.45,1.34,0.14,1.32,5.51,1.13,0.37,27.41,4.61
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B290,62.2,16.3,5.7,1.86,4.91,3.46,2.35,0.86,0.28,0.09,-116.2295,33.5327,SanJacinto,b-290,7.84,89.01,14.97,0.1,11.2,4,19.63,74.15,91.9,655.92,18.9,240.14,21.59,3.04,2.55,1174.02,42.49,97.64,11.99,44.23,8.86,2.14,6.05,0.9,4.47,0.87,2.12,0.31,2.25,6.58,2.01,0.55,13.75,4.21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B291,67.3,14.9,4.08,1.06,3.37,3.27,3.52,0.57,0.19,0.06,-116.2256,33.5584,SanJacinto,b-291,4.16,47.11,14.41,0.08,7.67,3.89,72.18,71.56,106,535.77,16.19,215.37,14.93,5.17,2.17,1248.76,35.29,70.37,8.67,32.87,6.11,1.3,4.5,0.61,3.28,0.69,1.64,0.23,1.41,5.77,1.2,0.3,10.54,2.32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B292,67.8,15,3.86,1.05,3.74,3.44,2.69,0.56,0.2,0.06,-116.2628,33.5564,SanJacinto,b-292,4.65,53.93,18.76,0.07,6.75,0.99,20.84,56.76,86.9,521.93,16.29,212.63,17.53,2.87,1.74,1196.63,35.98,81.08,9.78,40.81,7.41,1.65,5.26,0.79,4.31,0.75,1.65,0.25,1.7,6.13,1.64,0.3,12.25,2.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B293,67.3,15,3.99,1.15,3.38,3.27,3.19,0.59,0.19,0.06,-116.2613,33.532,SanJacinto,b-293,4.67,50.93,18.16,0.08,8.04,1.81,23.17,75.48,106,547.75,17.29,223.09,17.64,2.97,1.58,1118.58,46.95,94.86,10.31,37.93,6.56,1.51,4.61,0.52,3.42,0.76,1.58,0.22,1.47,5.65,1.29,0.25,16.44,2.06
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B294,67.7,15.1,3.89,1.12,3.37,3.28,3.05,0.57,0.18,0.06,-116.2646,33.6172,SanJacinto,b-294,4.78,43.56,16.97,0.07,6.4,2.68,17.72,64.78,88.5,420.4,11.29,248.97,12.13,2.41,1.38,1338.94,43.93,86.51,10.24,35.17,6.05,1.23,3.97,0.39,2.69,0.45,1.39,0.12,1.2,6.55,0.55,0.31,13.26,1.69
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B295,61.4,16.6,6.12,2.56,5.19,3.3,2.31,0.91,0.25,0.09,-116.2981,33.612,SanJacinto,b-295,13.25,93.48,18.2,0.1,13.88,3.57,19.7,60.65,103,500.74,18.33,268.85,14.33,2.46,2.31,775.81,48.87,97.61,10.8,38.82,7.63,1.7,5.33,0.83,4.24,0.86,2.13,0.27,2.19,7.86,1.24,0.43,25.05,2.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B297,63.7,15.8,5.17,2.08,4.45,3.25,2.89,0.79,0.22,0.09,-116.3321,33.6995,SanJacinto,b-297,10.74,77.82,22.31,0.1,11.78,4.37,23.54,72.24,134,396.93,24.02,199.62,18.94,2.64,3.24,735.21,37.47,78.83,9.23,35.84,7,1.45,5.94,0.79,4.87,0.88,2.65,0.42,2.33,5.36,2.25,0.41,24.03,3.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
